job_id,seed_split,profile,scenario,seed,state,local_distortion_score,threshold,true_distorted,predicted_distorted
smoke_abundance_only_calibration_seed0,calibration,smoke,abundance_only,0,state_0,1.4553753513356783e-07,1.85025300020441e-07,False,False
smoke_abundance_only_calibration_seed0,calibration,smoke,abundance_only,0,state_1,9.850826161666727e-08,1.85025300020441e-07,False,False
smoke_abundance_only_calibration_seed0,calibration,smoke,abundance_only,0,state_2,6.189228093096701e-08,1.85025300020441e-07,False,False
smoke_abundance_only_calibration_seed0,calibration,smoke,abundance_only,0,state_3,7.90909544109388e-08,1.85025300020441e-07,False,False
smoke_abundance_only_calibration_seed0,calibration,smoke,abundance_only,0,state_4,1.2734727441792518e-07,1.85025300020441e-07,False,False
