job_id,seed_split,profile,scenario,seed,runtime_seconds,peak_memory_mb,n_obs,n_vars
smoke_replicate_heterogeneity_calibration_seed0,calibration,smoke,replicate_heterogeneity,0,4.655820486999801,312.2734375,1280,1
