job_id,seed_split,profile,scenario,seed,runtime_seconds,peak_memory_mb,n_obs,n_vars
smoke_aligned_dynamics_calibration_seed0,calibration,smoke,aligned_dynamics,0,4.201685904999977,308.5546875,1280,1
