job_id,seed_split,profile,scenario,seed,state,consensus_label,status,n_usable_representations,usable_fraction,normalized_magnitude_median,magnitude_rank_mean,magnitude_rank_std,pairwise_spearman_median,loo_rep_magnitude_max_relative_deviation,aligned_fraction,discordant_fraction,neutral_fraction,alignment_cosine_median,velocity_requested
smoke_centroid_shift_calibration_seed0,calibration,smoke,centroid_shift,0,state_0,representation_unstable,representation_unstable,4,1.0,2.654419262843559,1.0,0.0,0.9999999999999999,3.7209180886153307e-08,,,,,False
smoke_centroid_shift_calibration_seed0,calibration,smoke,centroid_shift,0,state_1,representation_unstable,representation_unstable,4,1.0,2.219358135503357,2.0,0.0,0.9999999999999999,2.2876607297675096e-07,,,,,False
smoke_centroid_shift_calibration_seed0,calibration,smoke,centroid_shift,0,state_2,representation_unstable,representation_unstable,4,1.0,0.9473822200550248,3.0,0.0,0.9999999999999999,7.511651560689904e-08,,,,,False
smoke_centroid_shift_calibration_seed0,calibration,smoke,centroid_shift,0,state_3,representation_unstable,representation_unstable,4,1.0,0.7603372202496081,4.0,0.0,0.9999999999999999,1.0466581169293875e-07,,,,,False
smoke_centroid_shift_calibration_seed0,calibration,smoke,centroid_shift,0,state_4,representation_unstable,representation_unstable,4,1.0,0.7406425906411458,5.0,0.0,0.9999999999999999,7.2841296778566e-07,,,,,False
