job_id,seed_split,profile,scenario,seed,runtime_seconds,peak_memory_mb,n_obs,n_vars
smoke_outlier_contamination_calibration_seed0,calibration,smoke,outlier_contamination,0,4.558388264000314,312.17578125,1280,1
