job_id,seed_split,profile,scenario,seed,runtime_seconds,peak_memory_mb,n_obs,n_vars
smoke_centroid_shift_evaluation_seed1,evaluation,smoke,centroid_shift,1,5.222194944999501,310.578125,1280,1
