job_id,seed_split,profile,scenario,seed,runtime_seconds,peak_memory_mb,n_obs,n_vars
smoke_unequal_cell_counts_calibration_seed0,calibration,smoke,unequal_cell_counts,0,4.866797279999446,312.62890625,1536,1
