job_id,seed_split,profile,scenario,seed,module,store_key,coverage_summary
smoke_representation_corruption_evaluation_seed1,evaluation,smoke,representation_corruption,1,representation_stability,representation_stability,"{""consensus_label_counts"": {""representation_unstable"": 5}, ""n_missing_velocity_representations"": 5, ""n_per_rep_state_rows"": 25, ""n_representations"": 5, ""n_states"": 5, ""n_usable_rows"": 25, ""status_counts"": {""usable"": 25}, ""usable_row_fraction"": 1.0}"
smoke_representation_corruption_evaluation_seed1,evaluation,smoke,representation_corruption,1,local_geometry_stability,local_geometry_stability,"{""k_values"": [15], ""n_obs"": 1280, ""n_pairs"": 10, ""n_representations"": 5, ""n_samples"": 8, ""n_states"": 5, ""pair_mode"": ""all"", ""rank_subset_n"": 750, ""rank_subset_sampled"": true, ""rank_subset_stratify_key"": ""state"", ""reference_rep"": null, ""sample_key"": ""sample"", ""state_order"": [""state_0"", ""state_1"", ""state_2"", ""state_3"", ""state_4""]}"
