job_id,seed_split,profile,scenario,seed,rep,true_corrupted,predicted_corrupted,neighborhood_outlier,distortion_outlier,state_graph_outlier,insufficient_coverage
smoke_representation_corruption_calibration_seed0,calibration,smoke,representation_corruption,0,X_truth,False,False,False,False,False,False
smoke_representation_corruption_calibration_seed0,calibration,smoke,representation_corruption,0,X_rotated,False,False,False,False,False,False
smoke_representation_corruption_calibration_seed0,calibration,smoke,representation_corruption,0,X_scaled,False,False,False,False,False,False
smoke_representation_corruption_calibration_seed0,calibration,smoke,representation_corruption,0,X_padded,False,False,False,False,False,False
smoke_representation_corruption_calibration_seed0,calibration,smoke,representation_corruption,0,X_corrupted,True,True,True,True,True,False
