job_id,seed_split,profile,scenario,seed,runtime_seconds,peak_memory_mb,n_obs,n_vars
smoke_centroid_shift_calibration_seed0,calibration,smoke,centroid_shift,0,4.438997967001342,310.578125,1280,1
