job_id,seed_split,profile,scenario,seed,runtime_seconds,peak_memory_mb,n_obs,n_vars
smoke_unequal_cell_counts_evaluation_seed1,evaluation,smoke,unequal_cell_counts,1,5.156593669000358,312.62890625,1536,1
